PROVINCE,PRICE,TYPE,YEAR,MONTH,DAY,INFLATION_RATE
مرکزي,595000.0,گوسفند,1400,10,14,52.2
مرکزي,570000.0,گوساله,1400,10,14,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,14,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,14,52.2
آذربايجان غربي,580000.0,گوسفند,1400,10,14,52.2
آذربايجان غربي,550000.0,گوساله,1400,10,14,52.2
تهران,615000.0,گوسفند,1400,10,12,52.2
تهران,590000.0,گوساله,1400,10,12,52.2
يزد,645000.0,گوسفند,1400,10,12,52.2
يزد,575000.0,گوساله,1400,10,12,52.2
اردبيل,505000.0,گوسفند,1400,10,12,52.2
اردبيل,505000.0,گوساله,1400,10,12,52.2
خراسان رضوی,580000.0,گوسفند,1400,10,12,52.2
خراسان رضوی,515000.0,گوساله,1400,10,12,52.2
فارس,645000.0,گوسفند,1400,10,12,52.2
فارس,545000.0,گوساله,1400,10,12,52.2
کردستان,595000.0,گوسفند,1400,10,12,52.2
کردستان,615000.0,گوساله,1400,10,12,52.2
همدان,535000.0,گوسفند,1400,10,12,52.2
همدان,530000.0,گوساله,1400,10,12,52.2
قم,605000.0,گوسفند,1400,10,12,52.2
قم,557500.0,گوساله,1400,10,12,52.2
آذربايجان شرقي,610000.0,گوسفند,1400,10,12,52.2
آذربايجان شرقي,545000.0,گوساله,1400,10,12,52.2
مرکزي,595000.0,گوسفند,1400,10,12,52.2
مرکزي,570000.0,گوساله,1400,10,12,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,12,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,12,52.2
آذربايجان غربي,580000.0,گوسفند,1400,10,12,52.2
آذربايجان غربي,550000.0,گوساله,1400,10,12,52.2
تهران,615000.0,گوسفند,1400,10,13,52.2
تهران,590000.0,گوساله,1400,10,13,52.2
يزد,645000.0,گوسفند,1400,10,13,52.2
يزد,575000.0,گوساله,1400,10,13,52.2
اردبيل,505000.0,گوسفند,1400,10,13,52.2
اردبيل,505000.0,گوساله,1400,10,13,52.2
خراسان رضوی,580000.0,گوسفند,1400,10,13,52.2
خراسان رضوی,515000.0,گوساله,1400,10,13,52.2
فارس,645000.0,گوسفند,1400,10,13,52.2
فارس,545000.0,گوساله,1400,10,13,52.2
کردستان,595000.0,گوسفند,1400,10,13,52.2
کردستان,615000.0,گوساله,1400,10,13,52.2
همدان,535000.0,گوسفند,1400,10,13,52.2
همدان,530000.0,گوساله,1400,10,13,52.2
قم,605000.0,گوسفند,1400,10,13,52.2
قم,557500.0,گوساله,1400,10,13,52.2
آذربايجان شرقي,610000.0,گوسفند,1400,10,13,52.2
آذربايجان شرقي,545000.0,گوساله,1400,10,13,52.2
مرکزي,595000.0,گوسفند,1400,10,13,52.2
مرکزي,570000.0,گوساله,1400,10,13,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,13,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,13,52.2
آذربايجان غربي,580000.0,گوسفند,1400,10,13,52.2
آذربايجان غربي,550000.0,گوساله,1400,10,13,52.2
تهران,615000.0,گوسفند,1400,10,19,52.2
تهران,590000.0,گوساله,1400,10,19,52.2
اصفهان,595000.0,گوسفند,1400,10,19,52.2
اصفهان,525000.0,گوساله,1400,10,19,52.2
يزد,690000.0,گوسفند,1400,10,19,52.2
يزد,575000.0,گوساله,1400,10,19,52.2
اردبيل,625000.0,گوسفند,1400,10,19,52.2
اردبيل,525000.0,گوساله,1400,10,19,52.2
خراسان رضوی,585000.0,گوسفند,1400,10,19,52.2
خراسان رضوی,535000.0,گوساله,1400,10,19,52.2
فارس,645000.0,گوسفند,1400,10,19,52.2
فارس,545000.0,گوساله,1400,10,19,52.2
کردستان,595000.0,گوسفند,1400,10,19,52.2
کردستان,615000.0,گوساله,1400,10,19,52.2
همدان,530000.0,گوساله,1400,10,19,52.2
قم,575000.0,گوسفند,1400,10,19,52.2
قم,557500.0,گوساله,1400,10,19,52.2
آذربايجان شرقي,615000.0,گوسفند,1400,10,19,52.2
آذربايجان شرقي,545000.0,گوساله,1400,10,19,52.2
مرکزي,575000.0,گوسفند,1400,10,19,52.2
مرکزي,570000.0,گوساله,1400,10,19,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,19,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,19,52.2
آذربايجان غربي,600000.0,گوسفند,1400,10,19,52.2
آذربايجان غربي,555000.0,گوساله,1400,10,19,52.2
تهران,615000.0,گوسفند,1400,10,21,52.2
تهران,590000.0,گوساله,1400,10,21,52.2
اصفهان,595000.0,گوسفند,1400,10,21,52.2
اصفهان,525000.0,گوساله,1400,10,21,52.2
يزد,690000.0,گوسفند,1400,10,21,52.2
يزد,575000.0,گوساله,1400,10,21,52.2
اردبيل,625000.0,گوسفند,1400,10,21,52.2
اردبيل,525000.0,گوساله,1400,10,21,52.2
خراسان رضوی,585000.0,گوسفند,1400,10,21,52.2
خراسان رضوی,535000.0,گوساله,1400,10,21,52.2
فارس,645000.0,گوسفند,1400,10,21,52.2
فارس,545000.0,گوساله,1400,10,21,52.2
کردستان,595000.0,گوسفند,1400,10,21,52.2
کردستان,615000.0,گوساله,1400,10,21,52.2
همدان,530000.0,گوسفند,1400,10,21,52.2
همدان,530000.0,گوساله,1400,10,21,52.2
قم,575000.0,گوسفند,1400,10,21,52.2
قم,557500.0,گوساله,1400,10,21,52.2
آذربايجان شرقي,615000.0,گوسفند,1400,10,21,52.2
آذربايجان شرقي,545000.0,گوساله,1400,10,21,52.2
مرکزي,575000.0,گوسفند,1400,10,21,52.2
مرکزي,570000.0,گوساله,1400,10,21,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,21,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,21,52.2
آذربايجان غربي,600000.0,گوسفند,1400,10,21,52.2
آذربايجان غربي,555000.0,گوساله,1400,10,21,52.2
تهران,645000.0,گوسفند,1400,10,25,52.2
تهران,585000.0,گوساله,1400,10,25,52.2
اصفهان,620000.0,گوسفند,1400,10,25,52.2
اصفهان,570000.0,گوساله,1400,10,25,52.2
يزد,690000.0,گوسفند,1400,10,25,52.2
يزد,575000.0,گوساله,1400,10,25,52.2
اردبيل,625000.0,گوسفند,1400,10,25,52.2
اردبيل,525000.0,گوساله,1400,10,25,52.2
خراسان رضوی,620000.0,گوسفند,1400,10,25,52.2
خراسان رضوی,530000.0,گوساله,1400,10,25,52.2
فارس,615000.0,گوسفند,1400,10,25,52.2
فارس,545000.0,گوساله,1400,10,25,52.2
کردستان,612500.0,گوسفند,1400,10,25,52.2
کردستان,600000.0,گوساله,1400,10,25,52.2
همدان,535000.0,گوسفند,1400,10,25,52.2
همدان,530000.0,گوساله,1400,10,25,52.2
قم,615000.0,گوسفند,1400,10,25,52.2
قم,570000.0,گوساله,1400,10,25,52.2
آذربايجان شرقي,615000.0,گوسفند,1400,10,25,52.2
آذربايجان شرقي,545000.0,گوساله,1400,10,25,52.2
مرکزي,575000.0,گوسفند,1400,10,25,52.2
مرکزي,570000.0,گوساله,1400,10,25,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,25,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,25,52.2
آذربايجان غربي,600000.0,گوسفند,1400,10,25,52.2
آذربايجان غربي,555000.0,گوساله,1400,10,25,52.2
تهران,630000.0,گوسفند,1400,11,3,49.3
تهران,620000.0,گوساله,1400,11,3,49.3
اصفهان,675000.0,گوسفند,1400,11,3,49.3
اصفهان,560000.0,گوساله,1400,11,3,49.3
يزد,690000.0,گوسفند,1400,11,3,49.3
يزد,560000.0,گوساله,1400,11,3,49.3
اردبيل,625000.0,گوسفند,1400,11,3,49.3
اردبيل,525000.0,گوساله,1400,11,3,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,3,49.3
خراسان رضوی,535000.0,گوساله,1400,11,3,49.3
فارس,675000.0,گوسفند,1400,11,3,49.3
فارس,545000.0,گوساله,1400,11,3,49.3
کردستان,612500.0,گوسفند,1400,11,3,49.3
کردستان,600000.0,گوساله,1400,11,3,49.3
همدان,555000.0,گوسفند,1400,11,3,49.3
همدان,540000.0,گوساله,1400,11,3,49.3
قم,615000.0,گوسفند,1400,11,3,49.3
قم,585000.0,گوساله,1400,11,3,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,3,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,3,49.3
مرکزي,590000.0,گوسفند,1400,11,3,49.3
مرکزي,570000.0,گوساله,1400,11,3,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,3,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,3,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,3,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,3,49.3
تهران,645000.0,گوسفند,1400,10,28,52.2
تهران,585000.0,گوساله,1400,10,28,52.2
اصفهان,570000.0,گوسفند,1400,10,28,52.2
اصفهان,560000.0,گوساله,1400,10,28,52.2
يزد,690000.0,گوسفند,1400,10,28,52.2
يزد,575000.0,گوساله,1400,10,28,52.2
اردبيل,625000.0,گوسفند,1400,10,28,52.2
اردبيل,525000.0,گوساله,1400,10,28,52.2
خراسان رضوی,680000.0,گوسفند,1400,10,28,52.2
خراسان رضوی,530000.0,گوساله,1400,10,28,52.2
فارس,615000.0,گوسفند,1400,10,28,52.2
فارس,545000.0,گوساله,1400,10,28,52.2
کردستان,612500.0,گوسفند,1400,10,28,52.2
کردستان,600000.0,گوساله,1400,10,28,52.2
همدان,535000.0,گوسفند,1400,10,28,52.2
همدان,530000.0,گوساله,1400,10,28,52.2
قم,615000.0,گوسفند,1400,10,28,52.2
قم,570000.0,گوساله,1400,10,28,52.2
آذربايجان شرقي,605000.0,گوسفند,1400,10,28,52.2
آذربايجان شرقي,555000.0,گوساله,1400,10,28,52.2
مرکزي,590000.0,گوسفند,1400,10,28,52.2
مرکزي,570000.0,گوساله,1400,10,28,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,28,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,28,52.2
آذربايجان غربي,600000.0,گوسفند,1400,10,28,52.2
آذربايجان غربي,555000.0,گوساله,1400,10,28,52.2
تهران,660000.0,گوسفند,1400,11,2,49.3
تهران,585000.0,گوساله,1400,11,2,49.3
اصفهان,595000.0,گوسفند,1400,11,2,49.3
اصفهان,560000.0,گوساله,1400,11,2,49.3
يزد,690000.0,گوسفند,1400,11,2,49.3
يزد,575000.0,گوساله,1400,11,2,49.3
اردبيل,625000.0,گوسفند,1400,11,2,49.3
اردبيل,525000.0,گوساله,1400,11,2,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,2,49.3
خراسان رضوی,530000.0,گوساله,1400,11,2,49.3
فارس,675000.0,گوسفند,1400,11,2,49.3
فارس,545000.0,گوساله,1400,11,2,49.3
کردستان,612500.0,گوسفند,1400,11,2,49.3
کردستان,600000.0,گوساله,1400,11,2,49.3
قم,615000.0,گوسفند,1400,11,2,49.3
قم,585000.0,گوساله,1400,11,2,49.3
آذربايجان شرقي,605000.0,گوسفند,1400,11,2,49.3
آذربايجان شرقي,555000.0,گوساله,1400,11,2,49.3
مرکزي,590000.0,گوسفند,1400,11,2,49.3
مرکزي,570000.0,گوساله,1400,11,2,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,2,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,2,49.3
آذربايجان غربي,600000.0,گوسفند,1400,11,2,49.3
آذربايجان غربي,555000.0,گوساله,1400,11,2,49.3
تهران,630000.0,گوسفند,1400,11,11,49.3
تهران,620000.0,گوساله,1400,11,11,49.3
اصفهان,655000.0,گوسفند,1400,11,11,49.3
اصفهان,570000.0,گوساله,1400,11,11,49.3
يزد,690000.0,گوسفند,1400,11,11,49.3
يزد,560000.0,گوساله,1400,11,11,49.3
اردبيل,650000.0,گوسفند,1400,11,11,49.3
اردبيل,525000.0,گوساله,1400,11,11,49.3
خراسان رضوی,675000.0,گوسفند,1400,11,11,49.3
خراسان رضوی,545000.0,گوساله,1400,11,11,49.3
فارس,675000.0,گوسفند,1400,11,11,49.3
فارس,575000.0,گوساله,1400,11,11,49.3
کردستان,690000.0,گوسفند,1400,11,11,49.3
کردستان,615000.0,گوساله,1400,11,11,49.3
همدان,555000.0,گوسفند,1400,11,11,49.3
همدان,550000.0,گوساله,1400,11,11,49.3
قم,615000.0,گوسفند,1400,11,11,49.3
قم,585000.0,گوساله,1400,11,11,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,11,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,11,49.3
مرکزي,605000.0,گوسفند,1400,11,11,49.3
مرکزي,600000.0,گوساله,1400,11,11,49.3
چهارمحال بختياري,605000.0,گوسفند,1400,11,11,49.3
چهارمحال بختياري,535000.0,گوساله,1400,11,11,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,11,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,11,49.3
تهران,630000.0,گوسفند,1400,11,9,49.3
تهران,620000.0,گوساله,1400,11,9,49.3
اصفهان,675000.0,گوسفند,1400,11,9,49.3
اصفهان,560000.0,گوساله,1400,11,9,49.3
يزد,690000.0,گوسفند,1400,11,9,49.3
يزد,560000.0,گوساله,1400,11,9,49.3
اردبيل,625000.0,گوسفند,1400,11,9,49.3
اردبيل,525000.0,گوساله,1400,11,9,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,9,49.3
خراسان رضوی,535000.0,گوساله,1400,11,9,49.3
فارس,675000.0,گوسفند,1400,11,9,49.3
فارس,545000.0,گوساله,1400,11,9,49.3
کردستان,612500.0,گوسفند,1400,11,9,49.3
کردستان,600000.0,گوساله,1400,11,9,49.3
همدان,555000.0,گوسفند,1400,11,9,49.3
همدان,540000.0,گوساله,1400,11,9,49.3
قم,615000.0,گوسفند,1400,11,9,49.3
قم,585000.0,گوساله,1400,11,9,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,9,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,9,49.3
مرکزي,590000.0,گوسفند,1400,11,9,49.3
مرکزي,570000.0,گوساله,1400,11,9,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,9,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,9,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,9,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,9,49.3
تهران,630000.0,گوسفند,1400,11,10,49.3
تهران,620000.0,گوساله,1400,11,10,49.3
اصفهان,655000.0,گوسفند,1400,11,10,49.3
اصفهان,570000.0,گوساله,1400,11,10,49.3
يزد,690000.0,گوسفند,1400,11,10,49.3
يزد,560000.0,گوساله,1400,11,10,49.3
اردبيل,650000.0,گوسفند,1400,11,10,49.3
اردبيل,525000.0,گوساله,1400,11,10,49.3
خراسان رضوی,675000.0,گوسفند,1400,11,10,49.3
خراسان رضوی,545000.0,گوساله,1400,11,10,49.3
فارس,675000.0,گوسفند,1400,11,10,49.3
فارس,575000.0,گوساله,1400,11,10,49.3
کردستان,690000.0,گوسفند,1400,11,10,49.3
کردستان,615000.0,گوساله,1400,11,10,49.3
همدان,555000.0,گوسفند,1400,11,10,49.3
همدان,550000.0,گوساله,1400,11,10,49.3
قم,615000.0,گوسفند,1400,11,10,49.3
قم,585000.0,گوساله,1400,11,10,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,10,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,10,49.3
مرکزي,605000.0,گوسفند,1400,11,10,49.3
مرکزي,600000.0,گوساله,1400,11,10,49.3
چهارمحال بختياري,605000.0,گوسفند,1400,11,10,49.3
چهارمحال بختياري,535000.0,گوساله,1400,11,10,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,10,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,10,49.3
تهران,630000.0,گوسفند,1400,11,6,49.3
تهران,620000.0,گوساله,1400,11,6,49.3
اصفهان,675000.0,گوسفند,1400,11,6,49.3
اصفهان,560000.0,گوساله,1400,11,6,49.3
يزد,690000.0,گوسفند,1400,11,6,49.3
يزد,560000.0,گوساله,1400,11,6,49.3
اردبيل,625000.0,گوسفند,1400,11,6,49.3
اردبيل,525000.0,گوساله,1400,11,6,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,6,49.3
خراسان رضوی,535000.0,گوساله,1400,11,6,49.3
فارس,675000.0,گوسفند,1400,11,6,49.3
فارس,545000.0,گوساله,1400,11,6,49.3
کردستان,612500.0,گوسفند,1400,11,6,49.3
کردستان,600000.0,گوساله,1400,11,6,49.3
همدان,555000.0,گوسفند,1400,11,6,49.3
همدان,540000.0,گوساله,1400,11,6,49.3
قم,615000.0,گوسفند,1400,11,6,49.3
قم,585000.0,گوساله,1400,11,6,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,6,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,6,49.3
مرکزي,590000.0,گوسفند,1400,11,6,49.3
مرکزي,570000.0,گوساله,1400,11,6,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,6,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,6,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,6,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,6,49.3
تهران,660000.0,گوسفند,1400,10,29,52.2
تهران,585000.0,گوساله,1400,10,29,52.2
اصفهان,595000.0,گوسفند,1400,10,29,52.2
اصفهان,560000.0,گوساله,1400,10,29,52.2
يزد,690000.0,گوسفند,1400,10,29,52.2
يزد,575000.0,گوساله,1400,10,29,52.2
اردبيل,625000.0,گوسفند,1400,10,29,52.2
اردبيل,525000.0,گوساله,1400,10,29,52.2
خراسان رضوی,680000.0,گوسفند,1400,10,29,52.2
خراسان رضوی,530000.0,گوساله,1400,10,29,52.2
فارس,675000.0,گوسفند,1400,10,29,52.2
فارس,545000.0,گوساله,1400,10,29,52.2
کردستان,612500.0,گوسفند,1400,10,29,52.2
کردستان,600000.0,گوساله,1400,10,29,52.2
قم,615000.0,گوسفند,1400,10,29,52.2
قم,585000.0,گوساله,1400,10,29,52.2
آذربايجان شرقي,605000.0,گوسفند,1400,10,29,52.2
آذربايجان شرقي,555000.0,گوساله,1400,10,29,52.2
مرکزي,590000.0,گوسفند,1400,10,29,52.2
مرکزي,570000.0,گوساله,1400,10,29,52.2
چهارمحال بختياري,600000.0,گوسفند,1400,10,29,52.2
چهارمحال بختياري,550000.0,گوساله,1400,10,29,52.2
آذربايجان غربي,600000.0,گوسفند,1400,10,29,52.2
آذربايجان غربي,555000.0,گوساله,1400,10,29,52.2
تهران,630000.0,گوسفند,1400,11,5,49.3
تهران,620000.0,گوساله,1400,11,5,49.3
اصفهان,675000.0,گوسفند,1400,11,5,49.3
اصفهان,560000.0,گوساله,1400,11,5,49.3
يزد,690000.0,گوسفند,1400,11,5,49.3
يزد,560000.0,گوساله,1400,11,5,49.3
اردبيل,625000.0,گوسفند,1400,11,5,49.3
اردبيل,525000.0,گوساله,1400,11,5,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,5,49.3
خراسان رضوی,535000.0,گوساله,1400,11,5,49.3
فارس,675000.0,گوسفند,1400,11,5,49.3
فارس,545000.0,گوساله,1400,11,5,49.3
کردستان,612500.0,گوسفند,1400,11,5,49.3
کردستان,600000.0,گوساله,1400,11,5,49.3
همدان,555000.0,گوسفند,1400,11,5,49.3
همدان,540000.0,گوساله,1400,11,5,49.3
قم,615000.0,گوسفند,1400,11,5,49.3
قم,585000.0,گوساله,1400,11,5,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,5,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,5,49.3
مرکزي,590000.0,گوسفند,1400,11,5,49.3
مرکزي,570000.0,گوساله,1400,11,5,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,5,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,5,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,5,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,5,49.3
تهران,630000.0,گوسفند,1400,11,12,49.3
تهران,620000.0,گوساله,1400,11,12,49.3
اصفهان,655000.0,گوسفند,1400,11,12,49.3
اصفهان,570000.0,گوساله,1400,11,12,49.3
يزد,690000.0,گوسفند,1400,11,12,49.3
يزد,560000.0,گوساله,1400,11,12,49.3
اردبيل,650000.0,گوسفند,1400,11,12,49.3
اردبيل,525000.0,گوساله,1400,11,12,49.3
خراسان رضوی,675000.0,گوسفند,1400,11,12,49.3
خراسان رضوی,545000.0,گوساله,1400,11,12,49.3
فارس,675000.0,گوسفند,1400,11,12,49.3
فارس,575000.0,گوساله,1400,11,12,49.3
کردستان,690000.0,گوسفند,1400,11,12,49.3
کردستان,615000.0,گوساله,1400,11,12,49.3
همدان,555000.0,گوسفند,1400,11,12,49.3
همدان,550000.0,گوساله,1400,11,12,49.3
قم,615000.0,گوسفند,1400,11,12,49.3
قم,585000.0,گوساله,1400,11,12,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,12,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,12,49.3
مرکزي,605000.0,گوسفند,1400,11,12,49.3
مرکزي,600000.0,گوساله,1400,11,12,49.3
چهارمحال بختياري,605000.0,گوسفند,1400,11,12,49.3
چهارمحال بختياري,535000.0,گوساله,1400,11,12,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,12,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,12,49.3
تهران,630000.0,گوسفند,1400,11,13,49.3
تهران,620000.0,گوساله,1400,11,13,49.3
اصفهان,640000.0,گوسفند,1400,11,13,49.3
اصفهان,600000.0,گوساله,1400,11,13,49.3
يزد,690000.0,گوسفند,1400,11,13,49.3
يزد,560000.0,گوساله,1400,11,13,49.3
اردبيل,645000.0,گوسفند,1400,11,13,49.3
اردبيل,525000.0,گوساله,1400,11,13,49.3
خراسان رضوی,675000.0,گوسفند,1400,11,13,49.3
خراسان رضوی,545000.0,گوساله,1400,11,13,49.3
فارس,675000.0,گوسفند,1400,11,13,49.3
فارس,575000.0,گوساله,1400,11,13,49.3
کردستان,690000.0,گوسفند,1400,11,13,49.3
کردستان,615000.0,گوساله,1400,11,13,49.3
همدان,555000.0,گوسفند,1400,11,13,49.3
همدان,550000.0,گوساله,1400,11,13,49.3
قم,615000.0,گوسفند,1400,11,13,49.3
قم,585000.0,گوساله,1400,11,13,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,13,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,13,49.3
مرکزي,595000.0,گوسفند,1400,11,13,49.3
مرکزي,600000.0,گوساله,1400,11,13,49.3
چهارمحال بختياري,615000.0,گوسفند,1400,11,13,49.3
چهارمحال بختياري,555000.0,گوساله,1400,11,13,49.3
آذربايجان غربي,610000.0,گوسفند,1400,11,13,49.3
آذربايجان غربي,580000.0,گوساله,1400,11,13,49.3
تهران,630000.0,گوسفند,1400,11,4,49.3
تهران,620000.0,گوساله,1400,11,4,49.3
اصفهان,675000.0,گوسفند,1400,11,4,49.3
اصفهان,560000.0,گوساله,1400,11,4,49.3
يزد,690000.0,گوسفند,1400,11,4,49.3
يزد,560000.0,گوساله,1400,11,4,49.3
اردبيل,625000.0,گوسفند,1400,11,4,49.3
اردبيل,525000.0,گوساله,1400,11,4,49.3
خراسان رضوی,680000.0,گوسفند,1400,11,4,49.3
خراسان رضوی,535000.0,گوساله,1400,11,4,49.3
فارس,675000.0,گوسفند,1400,11,4,49.3
فارس,545000.0,گوساله,1400,11,4,49.3
کردستان,612500.0,گوسفند,1400,11,4,49.3
کردستان,600000.0,گوساله,1400,11,4,49.3
همدان,555000.0,گوسفند,1400,11,4,49.3
همدان,540000.0,گوساله,1400,11,4,49.3
قم,615000.0,گوسفند,1400,11,4,49.3
قم,585000.0,گوساله,1400,11,4,49.3
آذربايجان شرقي,610000.0,گوسفند,1400,11,4,49.3
آذربايجان شرقي,590000.0,گوساله,1400,11,4,49.3
مرکزي,590000.0,گوسفند,1400,11,4,49.3
مرکزي,570000.0,گوساله,1400,11,4,49.3
چهارمحال بختياري,600000.0,گوسفند,1400,11,4,49.3
چهارمحال بختياري,550000.0,گوساله,1400,11,4,49.3
آذربايجان غربي,620000.0,گوسفند,1400,11,4,49.3
آذربايجان غربي,590000.0,گوساله,1400,11,4,49.3
تهران,630000.0,گوسفند,1400,11,20,43.6
تهران,632500.0,گوساله,1400,11,20,43.6
اصفهان,665000.0,گوسفند,1400,11,20,43.6
اصفهان,575000.0,گوساله,1400,11,20,43.6
يزد,700000.0,گوسفند,1400,11,20,43.6
يزد,600000.0,گوساله,1400,11,20,43.6
اردبيل,615000.0,گوسفند,1400,11,20,43.6
اردبيل,525000.0,گوساله,1400,11,20,43.6
خراسان رضوی,685000.0,گوسفند,1400,11,20,43.6
خراسان رضوی,555000.0,گوساله,1400,11,20,43.6
فارس,675000.0,گوسفند,1400,11,20,43.6
فارس,575000.0,گوساله,1400,11,20,43.6
کردستان,690000.0,گوسفند,1400,11,20,43.6
کردستان,615000.0,گوساله,1400,11,20,43.6
همدان,595000.0,گوسفند,1400,11,20,43.6
همدان,550000.0,گوساله,1400,11,20,43.6
قم,600000.0,گوسفند,1400,11,20,43.6
قم,575000.0,گوساله,1400,11,20,43.6
آذربايجان شرقي,610000.0,گوسفند,1400,11,20,43.6
آذربايجان شرقي,590000.0,گوساله,1400,11,20,43.6
مرکزي,600000.0,گوسفند,1400,11,20,43.6
مرکزي,595000.0,گوساله,1400,11,20,43.6
چهارمحال بختياري,625000.0,گوسفند,1400,11,20,43.6
چهارمحال بختياري,545000.0,گوساله,1400,11,20,43.6
آذربايجان غربي,610000.0,گوسفند,1400,11,20,43.6
آذربايجان غربي,580000.0,گوساله,1400,11,20,43.6
تهران,720000.0,گوسفند,1400,12,7,46.5
تهران,610000.0,گوساله,1400,12,7,46.5
يزد,705000.0,گوسفند,1400,12,7,46.5
يزد,585000.0,گوساله,1400,12,7,46.5
اردبيل,610000.0,گوسفند,1400,12,7,46.5
اردبيل,525000.0,گوساله,1400,12,7,46.5
خراسان رضوی,715000.0,گوسفند,1400,12,7,46.5
خراسان رضوی,535000.0,گوساله,1400,12,7,46.5
فارس,695000.0,گوسفند,1400,12,7,46.5
فارس,610000.0,گوساله,1400,12,7,46.5
کردستان,675000.0,گوسفند,1400,12,7,46.5
کردستان,637500.0,گوساله,1400,12,7,46.5
همدان,600000.0,گوسفند,1400,12,7,46.5
همدان,555000.0,گوساله,1400,12,7,46.5
قم,620000.0,گوسفند,1400,12,7,46.5
قم,590000.0,گوساله,1400,12,7,46.5
آذربايجان شرقي,630000.0,گوسفند,1400,12,7,46.5
آذربايجان شرقي,590000.0,گوساله,1400,12,7,46.5
مرکزي,600000.0,گوسفند,1400,12,7,46.5
مرکزي,595000.0,گوساله,1400,12,7,46.5
چهارمحال بختياري,645000.0,گوسفند,1400,12,7,46.5
چهارمحال بختياري,535000.0,گوساله,1400,12,7,46.5
تهران,690000.0,گوسفند,1400,12,11,46.5
تهران,640000.0,گوساله,1400,12,11,46.5
اصفهان,710000.0,گوسفند,1400,12,11,46.5
اصفهان,575000.0,گوساله,1400,12,11,46.5
يزد,740000.0,گوسفند,1400,12,11,46.5
يزد,585000.0,گوساله,1400,12,11,46.5
اردبيل,610000.0,گوسفند,1400,12,11,46.5
اردبيل,525000.0,گوساله,1400,12,11,46.5
خراسان رضوی,750000.0,گوسفند,1400,12,11,46.5
خراسان رضوی,565000.0,گوساله,1400,12,11,46.5
فارس,695000.0,گوسفند,1400,12,11,46.5
فارس,610000.0,گوساله,1400,12,11,46.5
کردستان,675000.0,گوسفند,1400,12,11,46.5
